Mut_id	id	loc	N.OXPHOS	N.mutated_OXPHOS	OXPHOS	N.IM regulatory	N.mutated_IM regulatory	IM.regulatory	N.IM/MES	N.mutated_IM/MES	IM/MES	N.LAR	N.mutated_LAR	LAR
DEXI_amp	amp	16p13.13	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DFFA_del	del	1p36.22	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DFFB_amp	amp	1p36.32	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DFNA5_amp	amp	7p15.3	14	0	0	21	1	0.047619048	84	1	0.011904762	39	5	0.128205128
DFNB31_amp	amp	.	14	0	0	21	1	0.047619048	84	1	0.011904762	39	0	0
DFNB59_amp	amp	2q31.2	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DGAT1_amp	amp	8q24.3	14	6	0.428571429	21	6	0.285714286	84	22	0.261904762	39	3	0.076923077
DGAT2_amp	amp	11q13.5	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DGAT2L6_amp	amp	.	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DGCR10_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR11_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR14_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR2_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR5_amp	amp	22q11.21	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DGCR6_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR6L_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR8_amp	amp	22q11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DGCR9_amp	amp	22q11.21	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DGKB_amp	amp	7p21.2	14	0	0	21	0	0	84	0	0	39	8	0.205128205
DGKE_amp	amp	17q22	14	0	0	21	0	0	84	0	0	39	2	0.051282051
DGKG_amp	amp	3q27.2	14	0	0	21	1	0.047619048	84	7	0.083333333	39	1	0.025641026
DGKH_amp	amp	13q14.11	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DGKI_amp	amp	7q33	14	4	0.285714286	21	3	0.142857143	84	3	0.035714286	39	1	0.025641026
DGKK_amp	amp	.	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DGKZ_amp	amp	11p11.2	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DGUOK_amp	amp	2p13.1	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DGUOK-AS1_amp	amp	2p13.1	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DHCR24_amp	amp	1p32.3	14	2	0.142857143	21	2	0.095238095	84	2	0.023809524	39	2	0.051282051
DHCR7_amp	amp	11q13.4	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DHFR_del	del	5q14.1	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHFRL1_amp	amp	.	14	0	0	21	1	0.047619048	84	2	0.023809524	39	0	0
DHODH_amp	amp	16q22.2	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DHPS_amp	amp	19p13.13	14	3	0.214285714	21	0	0	84	2	0.023809524	39	1	0.025641026
DHRS1_amp	amp	14q12	14	0	0	21	2	0.095238095	84	1	0.011904762	39	4	0.102564103
DHRS11_amp	amp	17q12	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHRS12_amp	amp	13q14.3	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DHRS13_amp	amp	17q11.2	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DHRS2_amp	amp	14q11.2	14	0	0	21	2	0.095238095	84	1	0.011904762	39	4	0.102564103
DHRS3_del	del	1p36.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHRS4_amp	amp	14q11.2	14	0	0	21	2	0.095238095	84	1	0.011904762	39	4	0.102564103
DHRS4-AS1_amp	amp	14q11.2	14	0	0	21	2	0.095238095	84	2	0.023809524	39	4	0.102564103
DHRS4L2_amp	amp	14q11.2	14	0	0	21	2	0.095238095	84	1	0.011904762	39	4	0.102564103
DHRS7_amp	amp	14q23.1	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DHRS7B_del	del	17p11.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHRS9_amp	amp	2q31.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DHTKD1_amp	amp	10p14	14	6	0.428571429	21	7	0.333333333	84	17	0.202380952	39	3	0.076923077
DHX15_del	del	4p15.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHX16_amp	amp	6p21.33	14	0	0	21	0	0	84	3	0.035714286	39	1	0.025641026
DHX29_del	del	5q11.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHX30_del	del	3p21.31	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHX32_amp	amp	10q26.2	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DHX35_del	del	20q11.23	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DHX35_amp	amp	20q11.23	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DHX36_amp	amp	3q25.2	14	1	0.071428571	21	4	0.19047619	84	9	0.107142857	39	2	0.051282051
DHX38_amp	amp	16q22.2	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DHX40_amp	amp	17q23.1	14	0	0	21	1	0.047619048	84	2	0.023809524	39	2	0.051282051
DHX57_amp	amp	2p22.1	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	0	0
DHX58_amp	amp	17q21.2	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DHX9_amp	amp	1q25.3	14	3	0.214285714	21	2	0.095238095	84	6	0.071428571	39	3	0.076923077
DIAPH1_amp	amp	5q31.3	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DIAPH2_amp	amp	.	14	2	0.142857143	21	0	0	84	0	0	39	1	0.025641026
DIAPH2-AS1_amp	amp	.	14	2	0.142857143	21	0	0	84	0	0	39	1	0.025641026
DIAPH3_amp	amp	13q21.2	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DIAPH3-AS1_amp	amp	13q21.2	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DIAPH3-AS2_amp	amp	13q21.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DICER1_amp	amp	14q32.13	14	0	0	21	1	0.047619048	84	0	0	39	2	0.051282051
DICER1-AS1_amp	amp	14q32.13	14	0	0	21	1	0.047619048	84	0	0	39	2	0.051282051
DIDO1_amp	amp	20q13.33	14	0	0	21	2	0.095238095	84	8	0.095238095	39	3	0.076923077
DIDO1_del	del	20q13.33	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DIEXF_amp	amp	1q32.2	14	1	0.071428571	21	3	0.142857143	84	7	0.083333333	39	7	0.179487179
DIMT1_amp	amp	5q12.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DIO1_amp	amp	1p32.3	14	0	0	21	2	0.095238095	84	2	0.023809524	39	3	0.076923077
DIO2_amp	amp	14q31.1	14	1	0.071428571	21	0	0	84	0	0	39	2	0.051282051
DIO2-AS1_amp	amp	14q31.1	14	1	0.071428571	21	0	0	84	0	0	39	2	0.051282051
DIO3_amp	amp	14q32.31	14	1	0.071428571	21	0	0	84	0	0	39	2	0.051282051
DIO3OS_amp	amp	14q32.31	14	1	0.071428571	21	0	0	84	0	0	39	2	0.051282051
DIP2A_amp	amp	21q22.3	14	1	0.071428571	21	5	0.238095238	84	7	0.083333333	39	2	0.051282051
DIP2A-IT1_amp	amp	21q22.3	14	1	0.071428571	21	4	0.19047619	84	6	0.071428571	39	2	0.051282051
DIP2B_del	del	12q13.12	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DIP2C_amp	amp	10p15.3	14	7	0.5	21	5	0.238095238	84	16	0.19047619	39	1	0.025641026
DIRAS2_amp	amp	9q22.2	14	1	0.071428571	21	0	0	84	2	0.023809524	39	0	0
DIRAS3_amp	amp	1p31.3	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DIRC1_amp	amp	2q32.2	14	1	0.071428571	21	0	0	84	3	0.035714286	39	1	0.025641026
DIRC2_amp	amp	3q21.1	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DIRC3_amp	amp	2q35	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DIS3_amp	amp	13q21.33	14	0	0	21	0	0	84	3	0.035714286	39	0	0
DIS3L_amp	amp	15q22.31	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DISC1_amp	amp	1q42.2	14	4	0.285714286	21	3	0.142857143	84	18	0.214285714	39	5	0.128205128
DISC1-IT1_amp	amp	1q42.2	14	4	0.285714286	21	3	0.142857143	84	17	0.202380952	39	5	0.128205128
DISC1FP1_amp	amp	11q14.3	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DISP1_amp	amp	1q41	14	2	0.142857143	21	4	0.19047619	84	11	0.130952381	39	6	0.153846154
DISP2_amp	amp	15q15.1	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DKC1_amp	amp	.	14	0	0	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DKK1_amp	amp	10q21.1	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	5	0.128205128
DKK2_amp	amp	4q25	14	0	0	21	1	0.047619048	84	0	0	39	1	0.025641026
DKK3_amp	amp	11p15.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DKK4_amp	amp	8p11.21	14	2	0.142857143	21	3	0.142857143	84	5	0.05952381	39	1	0.025641026
DLC1_amp	amp	8p22	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLC1_del	del	8p22	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DLD_amp	amp	7q31.1	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DLEC1_amp	amp	3p22.2	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLEU1_amp	amp	13q14.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLEU1_del	del	13q14.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLEU2_del	del	13q14.2	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DLEU2_amp	amp	13q14.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLEU2L_amp	amp	1p31.3	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	2	0.051282051
DLEU7_amp	amp	13q14.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLEU7-AS1_amp	amp	13q14.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLG1_amp	amp	3q29	14	0	0	21	2	0.095238095	84	3	0.035714286	39	2	0.051282051
DLG1-AS1_amp	amp	3q29	14	0	0	21	2	0.095238095	84	3	0.035714286	39	2	0.051282051
DLG2_amp	amp	11q14.1	14	0	0	21	2	0.095238095	84	0	0	39	0	0
DLG3_amp	amp	.	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DLG3-AS1_amp	amp	.	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DLG5_amp	amp	10q22.3	14	2	0.142857143	21	4	0.19047619	84	3	0.035714286	39	1	0.025641026
DLG5-AS1_amp	amp	10q22.3	14	2	0.142857143	21	4	0.19047619	84	3	0.035714286	39	1	0.025641026
DLGAP1_amp	amp	18p11.31	14	0	0	21	1	0.047619048	84	3	0.035714286	39	0	0
DLGAP1_del	del	18p11.31	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLGAP1-AS1_amp	amp	18p11.31	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLGAP1-AS2_amp	amp	18p11.31	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLGAP1-AS3_amp	amp	18p11.31	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLGAP1-AS4_amp	amp	18p11.31	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLGAP1-AS5_amp	amp	18p11.31	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLGAP1-AS5_del	del	18p11.31	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLGAP2_del	del	8p23.3	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DLGAP3_amp	amp	1p34.3	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DLGAP4_amp	amp	20q11.23	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DLGAP5_amp	amp	14q22.3	14	0	0	21	1	0.047619048	84	0	0	39	1	0.025641026
DLK1_amp	amp	14q32.2	14	1	0.071428571	21	0	0	84	0	0	39	3	0.076923077
DLK2_amp	amp	6p21.1	14	1	0.071428571	21	1	0.047619048	84	9	0.107142857	39	2	0.051282051
DLL1_amp	amp	6q27	14	0	0	21	0	0	84	3	0.035714286	39	0	0
DLL3_amp	amp	19q13.2	14	0	0	21	0	0	84	5	0.05952381	39	1	0.025641026
DLL4_del	del	15q15.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DLL4_amp	amp	15q15.1	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DLST_amp	amp	14q24.3	14	0	0	21	0	0	84	0	0	39	2	0.051282051
DLX1_amp	amp	2q31.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DLX2_amp	amp	2q31.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DLX3_amp	amp	17q21.33	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLX4_amp	amp	17q21.33	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DLX5_amp	amp	7q21.3	14	0	0	21	1	0.047619048	84	3	0.035714286	39	2	0.051282051
DLX6_amp	amp	7q21.3	14	0	0	21	1	0.047619048	84	3	0.035714286	39	2	0.051282051
DLX6-AS1_amp	amp	7q21.3	14	0	0	21	1	0.047619048	84	3	0.035714286	39	2	0.051282051
DMAP1_amp	amp	1p34.1	14	1	0.071428571	21	0	0	84	4	0.047619048	39	2	0.051282051
DMBT1_amp	amp	10q26.13	14	0	0	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DMBT1P1_amp	amp	10q26.13	14	0	0	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DMBX1_amp	amp	1p33	14	0	0	21	0	0	84	1	0.011904762	39	3	0.076923077
DMC1_amp	amp	22q13.1	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DMD_amp	amp	.	14	0	0	21	0	0	84	1	0.011904762	39	2	0.051282051
DMGDH_del	del	5q14.1	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DMGDH_amp	amp	5q14.1	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DMKN_amp	amp	19q13.12	14	1	0.071428571	21	2	0.095238095	84	3	0.035714286	39	1	0.025641026
DMP1_amp	amp	4q22.1	14	0	0	21	0	0	84	0	0	39	2	0.051282051
DMPK_amp	amp	19q13.32	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DMRT1_del	del	9p24.3	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DMRT1_amp	amp	9p24.3	14	1	0.071428571	21	0	0	84	7	0.083333333	39	0	0
DMRT2_del	del	9p24.3	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DMRT2_amp	amp	9p24.3	14	1	0.071428571	21	0	0	84	7	0.083333333	39	0	0
DMRT3_del	del	9p24.3	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DMRT3_amp	amp	9p24.3	14	1	0.071428571	21	0	0	84	7	0.083333333	39	0	0
DMRTA1_amp	amp	9p21.3	14	1	0.071428571	21	2	0.095238095	84	6	0.071428571	39	0	0
DMRTA1_del	del	9p21.3	14	0	0	21	0	0	84	4	0.047619048	39	2	0.051282051
DMRTA2_amp	amp	1p32.3	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DMRTB1_amp	amp	1p32.3	14	0	0	21	2	0.095238095	84	3	0.035714286	39	3	0.076923077
DMRTC1_amp	amp	.	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DMRTC1B_amp	amp	.	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DMTF1_amp	amp	7q21.12	14	1	0.071428571	21	2	0.095238095	84	1	0.011904762	39	3	0.076923077
DMTN_del	del	8p21.3	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DMWD_amp	amp	19q13.32	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DMXL2_amp	amp	15q21.2	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DNA2_del	del	10q21.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNA2_amp	amp	10q21.3	14	0	0	21	1	0.047619048	84	0	0	39	1	0.025641026
DNAAF1_amp	amp	16q24.1	14	0	0	21	0	0	84	0	0	39	2	0.051282051
DNAAF2_amp	amp	14q21.3	14	0	0	21	1	0.047619048	84	2	0.023809524	39	2	0.051282051
DNAAF3_amp	amp	19q13.42	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DNAH11_amp	amp	7p15.3	14	0	0	21	1	0.047619048	84	1	0.011904762	39	6	0.153846154
DNAH12_amp	amp	3p14.3	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNAH14_amp	amp	1q42.12	14	2	0.142857143	21	3	0.142857143	84	9	0.107142857	39	5	0.128205128
DNAH17_amp	amp	17q25.3	14	2	0.142857143	21	1	0.047619048	84	6	0.071428571	39	0	0
DNAH17-AS1_amp	amp	17q25.3	14	2	0.142857143	21	1	0.047619048	84	6	0.071428571	39	0	0
DNAH3_amp	amp	16p12.3	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DNAH5_amp	amp	5p15.2	14	0	0	21	2	0.095238095	84	4	0.047619048	39	3	0.076923077
DNAH6_amp	amp	2p11.2	14	0	0	21	1	0.047619048	84	3	0.035714286	39	0	0
DNAH7_amp	amp	2q32.3	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DNAH8_amp	amp	6p21.2	14	0	0	21	0	0	84	7	0.083333333	39	2	0.051282051
DNAH9_amp	amp	17p12	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAH9_del	del	17p12	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAI1_amp	amp	9p13.3	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DNAI2_amp	amp	17q25.1	14	2	0.142857143	21	1	0.047619048	84	2	0.023809524	39	2	0.051282051
DNAJA1_amp	amp	9p21.1	14	0	0	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DNAJA1P5_amp	amp	1p21.1	14	0	0	21	1	0.047619048	84	2	0.023809524	39	0	0
DNAJA2_amp	amp	16q11.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJA3_amp	amp	16p13.3	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	0	0
DNAJA3_del	del	16p13.3	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNAJB1_amp	amp	19p13.12	14	1	0.071428571	21	2	0.095238095	84	4	0.047619048	39	1	0.025641026
DNAJB11_amp	amp	3q27.3	14	0	0	21	1	0.047619048	84	6	0.071428571	39	0	0
DNAJB12_amp	amp	10q22.1	14	1	0.071428571	21	3	0.142857143	84	1	0.011904762	39	1	0.025641026
DNAJB12_del	del	10q22.1	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DNAJB13_amp	amp	11q13.4	14	0	0	21	1	0.047619048	84	0	0	39	1	0.025641026
DNAJB14_amp	amp	4q23	14	0	0	21	1	0.047619048	84	0	0	39	1	0.025641026
DNAJB4_amp	amp	1p31.1	14	0	0	21	1	0.047619048	84	2	0.023809524	39	0	0
DNAJB5_amp	amp	9p13.3	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DNAJB6_amp	amp	7q36.3	14	3	0.214285714	21	2	0.095238095	84	2	0.023809524	39	1	0.025641026
DNAJB7_amp	amp	22q13.2	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DNAJB8_amp	amp	3q21.3	14	0	0	21	2	0.095238095	84	1	0.011904762	39	0	0
DNAJB8-AS1_amp	amp	3q21.3	14	0	0	21	2	0.095238095	84	1	0.011904762	39	0	0
DNAJB9_amp	amp	7q31.1	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	0	0
DNAJC1_amp	amp	10p12.31	14	5	0.357142857	21	3	0.142857143	84	11	0.130952381	39	2	0.051282051
DNAJC10_amp	amp	2q32.1	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DNAJC12_del	del	10q21.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC12_amp	amp	10q21.3	14	0	0	21	2	0.095238095	84	0	0	39	1	0.025641026
DNAJC13_amp	amp	3q22.1	14	0	0	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DNAJC15_amp	amp	13q14.11	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC17_del	del	15q15.1	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DNAJC17_amp	amp	15q15.1	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DNAJC19_amp	amp	3q26.33	14	2	0.142857143	21	3	0.142857143	84	6	0.071428571	39	2	0.051282051
DNAJC2_amp	amp	7q22.1	14	1	0.071428571	21	1	0.047619048	84	1	0.011904762	39	0	0
DNAJC21_amp	amp	5p13.2	14	0	0	21	2	0.095238095	84	4	0.047619048	39	1	0.025641026
DNAJC24_amp	amp	11p13	14	1	0.071428571	21	1	0.047619048	84	4	0.047619048	39	2	0.051282051
DNAJC25_amp	amp	9q31.3	14	1	0.071428571	21	1	0.047619048	84	0	0	39	0	0
DNAJC25_del	del	9q31.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC25-GNG10_amp	amp	9q31.3	14	1	0.071428571	21	1	0.047619048	84	0	0	39	0	0
DNAJC25-GNG10_del	del	9q31.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC27_amp	amp	2p23.3	14	1	0.071428571	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DNAJC27-AS1_amp	amp	2p23.3	14	1	0.071428571	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DNAJC28_amp	amp	21q22.11	14	1	0.071428571	21	3	0.142857143	84	1	0.011904762	39	0	0
DNAJC3_amp	amp	13q32.1	14	1	0.071428571	21	0	0	84	8	0.095238095	39	0	0
DNAJC3_del	del	13q32.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNAJC3-AS1_amp	amp	13q32.1	14	1	0.071428571	21	0	0	84	8	0.095238095	39	0	0
DNAJC3-AS1_del	del	13q32.1	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNAJC30_amp	amp	7q11.23	14	0	0	21	1	0.047619048	84	0	0	39	1	0.025641026
DNAJC5_amp	amp	20q13.33	14	1	0.071428571	21	2	0.095238095	84	7	0.083333333	39	3	0.076923077
DNAJC5_del	del	20q13.33	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC5B_amp	amp	8q13.1	14	3	0.214285714	21	2	0.095238095	84	12	0.142857143	39	2	0.051282051
DNAJC5G_amp	amp	2p23.3	14	1	0.071428571	21	0	0	84	2	0.023809524	39	0	0
DNAJC6_amp	amp	1p31.3	14	1	0.071428571	21	1	0.047619048	84	2	0.023809524	39	2	0.051282051
DNAJC7_amp	amp	17q21.2	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNAJC8_del	del	1p35.3	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC9_amp	amp	10q22.2	14	1	0.071428571	21	4	0.19047619	84	0	0	39	1	0.025641026
DNAJC9_del	del	10q22.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAJC9-AS1_amp	amp	10q22.2	14	1	0.071428571	21	4	0.19047619	84	0	0	39	1	0.025641026
DNAJC9-AS1_del	del	10q22.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNAL1_amp	amp	14q24.3	14	0	0	21	0	0	84	0	0	39	2	0.051282051
DNAL4_amp	amp	22q13.1	14	0	0	21	0	0	84	2	0.023809524	39	0	0
DNALI1_amp	amp	1p34.3	14	0	0	21	0	0	84	3	0.035714286	39	0	0
DNASE1_del	del	16p13.3	14	1	0.071428571	21	0	0	84	0	0	39	0	0
DNASE1_amp	amp	16p13.3	14	0	0	21	0	0	84	1	0.011904762	39	1	0.025641026
DNASE1L1_amp	amp	.	14	0	0	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DNASE1L2_amp	amp	16p13.3	14	0	0	21	0	0	84	1	0.011904762	39	2	0.051282051
DNASE2_amp	amp	19p13.13	14	3	0.214285714	21	0	0	84	4	0.047619048	39	1	0.025641026
DNASE2B_amp	amp	1p31.1	14	0	0	21	1	0.047619048	84	2	0.023809524	39	0	0
DND1_amp	amp	5q31.3	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNER_del	del	2q36.3	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNLZ_amp	amp	9q34.3	14	0	0	21	1	0.047619048	84	1	0.011904762	39	2	0.051282051
DNM1_amp	amp	9q34.11	14	1	0.071428571	21	0	0	84	1	0.011904762	39	0	0
DNM1L_amp	amp	12p11.21	14	2	0.142857143	21	3	0.142857143	84	4	0.047619048	39	1	0.025641026
DNM1L_del	del	12p11.21	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNM1P35_amp	amp	15q24.2	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNM1P46_amp	amp	15q26.3	14	0	0	21	1	0.047619048	84	3	0.035714286	39	1	0.025641026
DNM2_amp	amp	19p13.2	14	1	0.071428571	21	0	0	84	3	0.035714286	39	0	0
DNM2_del	del	19p13.2	14	0	0	21	0	0	84	0	0	39	1	0.025641026
DNM3_amp	amp	1q24.3	14	2	0.142857143	21	2	0.095238095	84	14	0.166666667	39	1	0.025641026
DNM3-IT1_amp	amp	1q24.3	14	2	0.142857143	21	2	0.095238095	84	13	0.154761905	39	2	0.051282051
DNM3OS_amp	amp	1q24.3	14	2	0.142857143	21	2	0.095238095	84	13	0.154761905	39	2	0.051282051
DNMBP_del	del	10q24.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNMBP-AS1_del	del	10q24.2	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DNMT1_amp	amp	19p13.2	14	1	0.071428571	21	2	0.095238095	84	3	0.035714286	39	0	0
DNMT3A_amp	amp	2p23.3	14	1	0.071428571	21	1	0.047619048	84	1	0.011904762	39	1	0.025641026
DNMT3B_amp	amp	20q11.21	14	0	0	21	1	0.047619048	84	2	0.023809524	39	1	0.025641026
DNMT3L_amp	amp	21q22.3	14	1	0.071428571	21	3	0.142857143	84	4	0.047619048	39	3	0.076923077
DNPH1_amp	amp	6p21.1	14	1	0.071428571	21	1	0.047619048	84	9	0.107142857	39	2	0.051282051
DNTTIP1_amp	amp	20q13.12	14	0	0	21	0	0	84	2	0.023809524	39	1	0.025641026
DNTTIP2_amp	amp	1p22.1	14	0	0	21	2	0.095238095	84	2	0.023809524	39	0	0
DOC2A_amp	amp	16p11.2	14	0	0	21	0	0	84	4	0.047619048	39	1	0.025641026
DOC2GP_amp	amp	11q13.2	14	0	0	21	1	0.047619048	84	0	0	39	0	0
DOCK1_amp	amp	10q26.2	14	0	0	21	1	0.047619048	84	2	0.023809524	39	2	0.051282051
DOCK11_del	del	.	14	0	0	21	0	0	84	1	0.011904762	39	0	0
DOCK11_amp	amp	.	14	0	0	21	2	0.095238095	84	2	0.023809524	39	2	0.051282051
